48.2793 400 450
30.1046 450 500
13.701 500 600
4.92388 600 700
1.76955 700 800
0.774264 800 900
0.366524 900 1000
0.131722 1000 1200
0.0345511 1200 1400
0.0071565 1400 1600
0.0014251 1600 1800
